agent,group,model,AS_fit,DB_fit,SG_fit,Unnamed: 0,VS_fit,fit_AS,fit_ASG,fit_DB,fit_SG,fit_VS,id,r2,lambda,beta,tau,par,initial_eps_soc,eta_eps_soc
3,6,SG,434.0894695389557,424.2038584783247,441.170851783,5520,433.1371838699755,434.08946953895577,430.5531602576166,424.2038584783247,441.17085178299993,433.1371838699756,18,0.17864939577796335,1.2345494858012505,0.27180845850782026,0.08549472570287403,10.053466188696014,,
3,6,ASG,434.0894695389557,424.2038584783247,441.170851783,5520,433.1371838699755,434.08946953895577,430.5531602576166,424.2038584783247,441.17085178299993,433.1371838699756,18,0.19841690152901498,1.1332270602203576,0.31202090321309806,0.07597473739706431,,10.658114456552406,0.08098678666381368
2,6,AS,390.17068485924585,392.2761023199896,405.2246148419307,11280,416.1068205466445,382.01853444500193,380.52050318590506,382.57674120348605,380.50984594872716,395.0957239122007,19,0.2887763259464957,0.6294069934846084,0.4778414543522357,0.03528685346136384,,,
2,6,DB,390.17068485924585,392.2761023199896,405.2246148419307,11280,416.1068205466445,382.01853444500193,380.52050318590506,382.57674120348605,380.50984594872716,395.0957239122007,19,0.2877370835384607,0.64373852270698,0.47051822843239755,0.03696170891696524,0.21428570000000002,,
2,6,VS,390.17068485924585,392.2761023199896,405.2246148419307,11280,416.1068205466445,382.01853444500193,380.52050318590506,382.57674120348605,380.50984594872716,395.0957239122007,19,0.2644298456044694,2.0263588208930563,0.006737946999085468,0.1235356224887915,0.116,,
2,6,SG,390.17068485924585,392.2761023199896,405.2246148419307,11280,416.1068205466445,382.01853444500193,380.52050318590506,382.57674120348605,380.50984594872716,395.0957239122007,19,0.2915851293907622,1.5350212070565417,0.17643969571752666,0.089542015260085,13.65212768474277,,
2,6,ASG,390.17068485924585,392.2761023199896,405.2246148419307,11280,416.1068205466445,382.01853444500193,380.52050318590506,382.57674120348605,380.50984594872716,395.0957239122007,19,0.2915652882608235,1.210240930323723,0.28405591299241006,0.07032957128627505,,16.648353638005116,0.0221032272077092
3,8,AS,398.453707129614,397.035725702478,398.57336614156696,7440,401.0250163860847,735.0863209216961,421.94038012415626,513.4266751071823,439.41371660784216,424.93935771453744,20,-0.38179353043459574,1.027212099675123,0.3742784536320816,0.054084604570458925,,,
3,8,DB,398.453707129614,397.035725702478,398.57336614156696,7440,401.0250163860847,735.0863209216961,421.94038012415626,513.4266751071823,439.41371660784216,424.93935771453744,20,0.030715473515098873,1.026299468958461,0.376114389626392,0.05349581250253823,0.21428570000000002,,
3,8,VS,398.453707129614,397.035725702478,398.57336614156696,7440,401.0250163860847,735.0863209216961,421.94038012415626,513.4266751071823,439.41371660784216,424.93935771453744,20,0.1949397879566117,1.1249660409713897,0.33332894312747285,0.06179071104054189,0.116,,
3,8,SG,398.453707129614,397.035725702478,398.57336614156696,7440,401.0250163860847,735.0863209216961,421.94038012415626,513.4266751071823,439.41371660784216,424.93935771453744,20,0.16873964013038673,1.0060398581472745,0.37357085353031877,0.05359178555238142,17.563341326255824,,
3,8,ASG,398.453707129614,397.035725702478,398.57336614156696,7440,401.0250163860847,735.0863209216961,421.94038012415626,513.4266751071823,439.41371660784216,424.93935771453744,20,0.20183034599668032,1.006038338227373,0.37356811611523205,0.053592301936344525,,17.56873500036071,0.004667005687302742
